,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,ld_dt
10,1799824,"Memco, Inc.",Memco,4555 Dacoma,Houston,TX,77092,561320,Temporary Help Services,0,0.0,0,0.0,0,4/3/16,5/29/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
11,1801519,Mikado Japanese Restaurant,"Mikado Restaurant, Inc.",7 South St.,Glens Falls,NY,12801,722110,Full-Service Restaurants,1,0.0,0,0.0,0,10/6/14,10/5/16,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
12,1801826,"Davis Development Company, Inc",Davis Development Company Inc,8780 Prestige Ct,Rancho Cucamonga,CA,91730,238130,Framing Contractors,0,0.0,1,0.0,0,7/22/16,7/28/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
13,1802025,Chicken Kebab,"Chicken Kebab, Inc.",92 Mineola Avenue,Roslyn Heights,NY,11577,722110,Full-Service Restaurants,0,0.0,0,0.0,0,9/22/14,9/21/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
14,1802624,Brooke Orchards,"Brooke Orchards, LLC",50 Hill Rd.,Weiser,ID,83672,111331,Apple Orchards,0,0.0,0,0.0,0,9/23/14,9/22/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
15,1803170,Widell Renovations,Widell Renovations,1151 N. Cheyenne,Tulsa,OK,74106,236118,Residential Remodelers,0,0.0,0,0.0,0,10/7/16,10/26/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
16,1803882,Alarm Force,,235 Peachtree St. NE Suite 400,Atlanta,GA,30303,56162,Security Systems Services,0,0.0,0,0.0,0,10/26/14,10/25/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
17,1804164,Sunrise Buffet,Ping Lin,705 South Park Drive,Broken Bow,OK,74728,722110,Full-Service Restaurants,0,0.0,0,0.0,0,11/5/14,11/4/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
18,1760956,Bobby Lupos Express,"Lupo Pizza, LLC","1200 Willow Springs Rd., Ste B",Killeen,TX,76549,722211,Limited-Service Restaurants,20,0.0,15,4194.06,15,10/1/14,8/15/15,20,,4194.06,15,2788.63,1405.43,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
19,1762752,El Corral Mexican Restaurant,"El Corral Restaurant II, Inc.",406 N. Main St,Creedmoor,NC,27522,72211,Full-Service Restaurants,2,0.0,1,1473.56,1,8/18/14,8/7/16,2,,1473.56,1,0.0,1473.56,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
20,1773188,In Style Hair,"In Style Salon, Inc.",457 S. Avalon Park Blvd.,Orlando,FL,32828,812112,Beauty Salons,10,0.0,6,6530.01,6,12/10/13,12/9/15,9,,6530.01,6,6306.32,223.69,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
21,1775360,Awesome Auto Salvage,"Awesome Auto Salvage, LLC",3913 E. Jefferson,Grand Prairie,TX,75051,441310,Automotive Parts and Accessories Stores,55,0.0,41,149448.88,41,8/30/13,8/31/15,55,,149448.88,41,22498.31,126950.57,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
22,1783362,Wards Grocery,"R S Lord, LLC",4212 AL Hwy 167,Troy,AL,36079,445120,Convenience Stores,5,1082.9,4,3053.38,4,3/12/14,3/10/16,5,R,3053.38,4,380.84,2672.54,0.0,1082.9,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
23,1784270,"New Age Protection, Inc.",New Age Protection Inc.,"6551 Loisdale Ct, Ste 801",Springfield,VA,22150,561612,Security Guards and Patrol Services,21,0.0,21,14860.65,21,10/1/15,3/15/16,0,,0.0,0,0.0,0.0,0.0,0.0,21,14860.65,21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
24,1784280,Discount Smoke Shop,"Discount Smoke Shop, Inc.",708 N. Bishop - Suite 1,Rolla,MO,65401,453991,Tobacco Stores,10,0.0,7,6271.12,7,4/27/14,4/26/16,10,,6271.12,7,3495.92,275.2,2500.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
25,1784298,Diversified Geosynthetics Inc,Diversified Geosynthetics Inc,502 E. Commercial Avenue,Miami,TX,79059,213112,Support Activities for Oil and Gas Operations,53,0.0,52,48280.72,52,3/6/14,3/5/16,53,,48280.72,52,0.0,48280.72,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
26,1789671,A Lumination Electric,A-Lumination Electric Inc,3717 N. Pine Hills Road,Orlando,FL,32808,23821,Electrical Contractors and Other Wiring Installation Contractors,2,0.0,1,1200.0,1,5/5/14,5/4/16,2,,1200.0,1,0.0,1200.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
27,1791715,Taco Bell #15569,"Century Fast Food, Inc.",2360 Tapo St.,Simi Valley,CA,93063,722211,Limited-Service Restaurants,3,0.0,2,566.14,2,12/16/13,12/15/15,3,,566.14,2,0.0,566.14,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
28,1792006,Black Bison Pub,"Black Bison Pub, LLC",122 N Main St,Syracuse,KS,67878,722110,Full-Service Restaurants,9,0.0,7,4685.86,7,2/1/16,8/28/16,9,,4685.86,7,4685.86,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
29,1794945,Hamby Tree Experts,Hamby Tree,3 Bower Lane,Reisterstown,MD,21136,113310,Logging,0,0.0,0,0.0,0,6/27/14,6/25/16,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2017-03-14 01:00:03.836000 AMERICA/NEW_YORK
